managing-lou,5299000J2N45DDNE4Y28,lei-records,"{""lei"":""5299000J2N45DDNE4Y28"",""entity"":{""legalName"":{""name"":""Herausgebergemeinschaft Wertpapier-Mitteilungen Keppler, Lehmann GmbH & Co. KG"",""language"":""de""},""otherNames"":[],""transliteratedOtherNames"":[],""legalAddress"":{""language"":""de"",""addressLines"":[""Sandweg 94""],""addressNumber"":null,""addressNumberWithinBuilding"":null,""mailRouting"":null,""city"":""Frankfurt am Main"",""region"":""DE-HE"",""country"":""DE"",""postalCode"":""60316""},""headquartersAddress"":{""language"":""de"",""addressLines"":[""Sandweg 94""],""addressNumber"":null,""addressNumberWithinBuilding"":null,""mailRouting"":null,""city"":""Frankfurt am Main"",""region"":""DE-HE"",""country"":""DE"",""postalCode"":""60316""},""registeredAt"":{""id"":""RA000242"",""other"":null},""registeredAs"":""HRA 15378"",""jurisdiction"":""DE"",""category"":""GENERAL"",""legalForm"":{""id"":""8Z6G"",""other"":null},""associatedEntity"":{""lei"":null,""name"":null},""status"":""ACTIVE"",""expiration"":{""date"":null,""reason"":null},""successorEntity"":{""lei"":null,""name"":null},""successorEntities"":[],""creationDate"":""2004-11-30T23:00:00Z"",""subCategory"":null,""otherAddresses"":[],""eventGroups"":[{""groupType"":""STANDALONE"",""events"":[{""validationDocuments"":""SUPPORTING_DOCUMENTS"",""effectiveDate"":""2024-10-20T22:00:00Z"",""recordedDate"":""2024-10-21T17:20:18Z"",""type"":""CHANGE_HQ_ADDRESS"",""status"":""COMPLETED""}]},{""groupType"":""STANDALONE"",""events"":[{""validationDocuments"":""SUPPORTING_DOCUMENTS"",""effectiveDate"":""2024-10-20T22:00:00Z"",""recordedDate"":""2024-10-21T17:20:18Z"",""type"":""CHANGE_LEGAL_ADDRESS"",""status"":""COMPLETED""}]}]},""registration"":{""initialRegistrationDate"":""2013-04-03T11:47:18Z"",""lastUpdateDate"":""2025-02-27T15:07:45Z"",""status"":""ISSUED"",""nextRenewalDate"":""2026-04-14T08:44:35Z"",""managingLou"":""5299000J2N45DDNE4Y28"",""corroborationLevel"":""FULLY_CORROBORATED"",""validatedAt"":{""id"":""RA000242"",""other"":null},""validatedAs"":""HRA 15378"",""otherValidationAuthorities"":[]},""bic"":[""WMDSDEFFXXX""],""mic"":null,""ocid"":""de/M1201_HRA15378"",""qcc"":""QDE106VWMH"",""spglobal"":[""34180212""],""conformityFlag"":""CONFORMING""}"
field-modifications,82d24fba-391c-41c1-80f7-f92b004d732f,field-modifications,"{""lei"":""529900UNGSPLF4VKEQ66"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationAuthority/lei:ValidationAuthorityEntityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""HRB 103907"",""context"":null}"
field-modifications,3f82d23e-1e89-454d-bc78-9ebe2e0eeb0b,field-modifications,"{""lei"":""529900UNGSPLF4VKEQ66"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationAuthority/lei:ValidationAuthorityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""RA000228"",""context"":null}"
field-modifications,4887a3a5-2afc-4bff-9a72-dd102f8416a9,field-modifications,"{""lei"":""529900UNGSPLF4VKEQ66"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationSources"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""FULLY_CORROBORATED"",""context"":null}"
field-modifications,77bd3831-ad23-4c32-b4c6-dbc3b45f6fdf,field-modifications,"{""lei"":""529900UNGSPLF4VKEQ66"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ManagingLOU"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""5299000J2N45DDNE4Y28"",""context"":null}"
field-modifications,7ad0520f-9a6b-40a2-83ee-05e80d86383c,field-modifications,"{""lei"":""529900UNGSPLF4VKEQ66"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:NextRenewalDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2026-08-21T16:19:36+02:00"",""context"":null}"
field-modifications,8df5d06e-248e-4bfe-b5df-dea9c92edc7a,field-modifications,"{""lei"":""529900UNGSPLF4VKEQ66"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:RegistrationStatus"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""ISSUED"",""context"":null}"
field-modifications,e2d275d8-65cf-4a07-b315-22a5b45775eb,field-modifications,"{""lei"":""529900UNGSPLF4VKEQ66"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:LastUpdateDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2025-08-21T16:19:36+02:00"",""context"":null}"
field-modifications,185a0b4f-62d3-4403-b3d1-021463f2cee8,field-modifications,"{""lei"":""529900UNGSPLF4VKEQ66"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:InitialRegistrationDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2025-08-21T16:19:36+02:00"",""context"":null}"
field-modifications,338f5f1d-5aa8-48f2-8d2a-1bb87ce8ddb3,field-modifications,"{""lei"":""529900UNGSPLF4VKEQ66"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityCreationDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2022-09-02T00:00:00+02:00"",""context"":null}"
field-modifications,0508b335-d6ef-4589-8136-120e5155385f,field-modifications,"{""lei"":""529900UNGSPLF4VKEQ66"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityStatus"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""ACTIVE"",""context"":null}"
field-modifications,c0cc7290-9042-4742-b399-402551a7f2dd,field-modifications,"{""lei"":""529900UNGSPLF4VKEQ66"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:LegalForm/lei:EntityLegalFormCode"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2HBR"",""context"":null}"
field-modifications,d6b945ef-ff43-4cfe-98c3-d1137aafb490,field-modifications,"{""lei"":""529900UNGSPLF4VKEQ66"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityCategory"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""GENERAL"",""context"":null}"
field-modifications,1c086501-c09b-45e2-a535-6baa29b193ea,field-modifications,"{""lei"":""529900UNGSPLF4VKEQ66"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:LegalJurisdiction"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""DE"",""context"":null}"
field-modifications,d17213dc-e6be-4181-bf68-2758c5739562,field-modifications,"{""lei"":""529900UNGSPLF4VKEQ66"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:RegistrationAuthority/lei:RegistrationAuthorityEntityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""HRB 103907"",""context"":null}"
field-modifications,9c936e0d-d0e0-49bb-8af9-eda43ebef14d,field-modifications,"{""lei"":""529900UNGSPLF4VKEQ66"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:RegistrationAuthority/lei:RegistrationAuthorityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""RA000228"",""context"":null}"
relationshipType,id,type,attributes
lei-issuer,5299000J2N45DDNE4Y28,lei-issuers,"{""lei"":""5299000J2N45DDNE4Y28"",""name"":""WM Datenservice"",""marketingName"":""WM Datenservice"",""website"":""https://www.wm-leiportal.org/"",""accreditationDate"":""2017-04-13T00:00:00+00:00""}"
managing-lou,5299000J2N45DDNE4Y28,lei-records,"{""lei"":""5299000J2N45DDNE4Y28"",""entity"":{""legalName"":{""name"":""Herausgebergemeinschaft Wertpapier-Mitteilungen Keppler, Lehmann GmbH & Co. KG"",""language"":""de""},""otherNames"":[],""transliteratedOtherNames"":[],""legalAddress"":{""language"":""de"",""addressLines"":[""Sandweg 94""],""addressNumber"":null,""addressNumberWithinBuilding"":null,""mailRouting"":null,""city"":""Frankfurt am Main"",""region"":""DE-HE"",""country"":""DE"",""postalCode"":""60316""},""headquartersAddress"":{""language"":""de"",""addressLines"":[""Sandweg 94""],""addressNumber"":null,""addressNumberWithinBuilding"":null,""mailRouting"":null,""city"":""Frankfurt am Main"",""region"":""DE-HE"",""country"":""DE"",""postalCode"":""60316""},""registeredAt"":{""id"":""RA000242"",""other"":null},""registeredAs"":""HRA 15378"",""jurisdiction"":""DE"",""category"":""GENERAL"",""legalForm"":{""id"":""8Z6G"",""other"":null},""associatedEntity"":{""lei"":null,""name"":null},""status"":""ACTIVE"",""expiration"":{""date"":null,""reason"":null},""successorEntity"":{""lei"":null,""name"":null},""successorEntities"":[],""creationDate"":""2004-11-30T23:00:00Z"",""subCategory"":null,""otherAddresses"":[],""eventGroups"":[{""groupType"":""STANDALONE"",""events"":[{""validationDocuments"":""SUPPORTING_DOCUMENTS"",""effectiveDate"":""2024-10-20T22:00:00Z"",""recordedDate"":""2024-10-21T17:20:18Z"",""type"":""CHANGE_HQ_ADDRESS"",""status"":""COMPLETED""}]},{""groupType"":""STANDALONE"",""events"":[{""validationDocuments"":""SUPPORTING_DOCUMENTS"",""effectiveDate"":""2024-10-20T22:00:00Z"",""recordedDate"":""2024-10-21T17:20:18Z"",""type"":""CHANGE_LEGAL_ADDRESS"",""status"":""COMPLETED""}]}]},""registration"":{""initialRegistrationDate"":""2013-04-03T11:47:18Z"",""lastUpdateDate"":""2025-02-27T15:07:45Z"",""status"":""ISSUED"",""nextRenewalDate"":""2026-04-14T08:44:35Z"",""managingLou"":""5299000J2N45DDNE4Y28"",""corroborationLevel"":""FULLY_CORROBORATED"",""validatedAt"":{""id"":""RA000242"",""other"":null},""validatedAs"":""HRA 15378"",""otherValidationAuthorities"":[]},""bic"":[""WMDSDEFFXXX""],""mic"":null,""ocid"":""de/M1201_HRA15378"",""qcc"":""QDE106VWMH"",""spglobal"":[""34180212""],""conformityFlag"":""CONFORMING""}"
field-modifications,926cf3af-acb7-452d-8106-3ea59be5b659,field-modifications,"{""lei"":""52990083CF1LPYD0Y297"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationAuthority/lei:ValidationAuthorityEntityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""04498260613"",""context"":null}"
field-modifications,304cc227-2733-4a60-9579-471c68621fd9,field-modifications,"{""lei"":""52990083CF1LPYD0Y297"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationAuthority/lei:ValidationAuthorityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""RA000407"",""context"":null}"
field-modifications,3ba19c47-36f5-4903-80a9-f376080a3877,field-modifications,"{""lei"":""52990083CF1LPYD0Y297"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationSources"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""FULLY_CORROBORATED"",""context"":null}"
field-modifications,8b9d27c5-61a8-40a6-bc3e-4e19976b2fa0,field-modifications,"{""lei"":""52990083CF1LPYD0Y297"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ManagingLOU"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""5299000J2N45DDNE4Y28"",""context"":null}"
field-modifications,17b90122-4131-41c2-aca4-5c4456d457b8,field-modifications,"{""lei"":""52990083CF1LPYD0Y297"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:NextRenewalDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2026-08-21T16:13:50+02:00"",""context"":null}"
field-modifications,38599b19-da43-4e6d-a19a-342e76910f32,field-modifications,"{""lei"":""52990083CF1LPYD0Y297"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:RegistrationStatus"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""ISSUED"",""context"":null}"
field-modifications,f3b1fb7b-52e0-40ae-99a7-20e66c2a8607,field-modifications,"{""lei"":""52990083CF1LPYD0Y297"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:LastUpdateDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2025-08-21T16:13:50+02:00"",""context"":null}"
field-modifications,aa6216b8-3cd3-442c-8f57-917ba2db0e7b,field-modifications,"{""lei"":""52990083CF1LPYD0Y297"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:InitialRegistrationDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2025-08-21T16:13:50+02:00"",""context"":null}"
field-modifications,7dd291a8-5ece-4acb-b81b-b1c8174da2a0,field-modifications,"{""lei"":""52990083CF1LPYD0Y297"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityCreationDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2020-06-09T00:00:00+02:00"",""context"":null}"
field-modifications,dd5a1484-a15d-4c2f-acdf-bd43ac9a806e,field-modifications,"{""lei"":""52990083CF1LPYD0Y297"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityStatus"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""ACTIVE"",""context"":null}"
field-modifications,236caf41-c873-45ad-8518-8660199ff1a6,field-modifications,"{""lei"":""52990083CF1LPYD0Y297"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:LegalForm/lei:EntityLegalFormCode"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""OV32"",""context"":null}"
field-modifications,f5b2aed5-be93-4850-a5cd-4ed4c13a6d64,field-modifications,"{""lei"":""52990083CF1LPYD0Y297"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityCategory"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""GENERAL"",""context"":null}"
field-modifications,2576586f-6897-4d0c-b9f8-d3ee8ec5cefc,field-modifications,"{""lei"":""52990083CF1LPYD0Y297"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:LegalJurisdiction"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""IT"",""context"":null}"
field-modifications,c669423b-0ed1-4a37-ba09-61aa4d270403,field-modifications,"{""lei"":""52990083CF1LPYD0Y297"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:RegistrationAuthority/lei:RegistrationAuthorityEntityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""04498260613"",""context"":null}"
field-modifications,8a21a984-3af4-4d11-ac97-95b2fd6c28f5,field-modifications,"{""lei"":""52990083CF1LPYD0Y297"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:RegistrationAuthority/lei:RegistrationAuthorityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""RA000407"",""context"":null}"
relationshipType,id,type,attributes
lei-issuer,5299000J2N45DDNE4Y28,lei-issuers,"{""lei"":""5299000J2N45DDNE4Y28"",""name"":""WM Datenservice"",""marketingName"":""WM Datenservice"",""website"":""https://www.wm-leiportal.org/"",""accreditationDate"":""2017-04-13T00:00:00+00:00""}"
managing-lou,5299000J2N45DDNE4Y28,lei-records,"{""lei"":""5299000J2N45DDNE4Y28"",""entity"":{""legalName"":{""name"":""Herausgebergemeinschaft Wertpapier-Mitteilungen Keppler, Lehmann GmbH & Co. KG"",""language"":""de""},""otherNames"":[],""transliteratedOtherNames"":[],""legalAddress"":{""language"":""de"",""addressLines"":[""Sandweg 94""],""addressNumber"":null,""addressNumberWithinBuilding"":null,""mailRouting"":null,""city"":""Frankfurt am Main"",""region"":""DE-HE"",""country"":""DE"",""postalCode"":""60316""},""headquartersAddress"":{""language"":""de"",""addressLines"":[""Sandweg 94""],""addressNumber"":null,""addressNumberWithinBuilding"":null,""mailRouting"":null,""city"":""Frankfurt am Main"",""region"":""DE-HE"",""country"":""DE"",""postalCode"":""60316""},""registeredAt"":{""id"":""RA000242"",""other"":null},""registeredAs"":""HRA 15378"",""jurisdiction"":""DE"",""category"":""GENERAL"",""legalForm"":{""id"":""8Z6G"",""other"":null},""associatedEntity"":{""lei"":null,""name"":null},""status"":""ACTIVE"",""expiration"":{""date"":null,""reason"":null},""successorEntity"":{""lei"":null,""name"":null},""successorEntities"":[],""creationDate"":""2004-11-30T23:00:00Z"",""subCategory"":null,""otherAddresses"":[],""eventGroups"":[{""groupType"":""STANDALONE"",""events"":[{""validationDocuments"":""SUPPORTING_DOCUMENTS"",""effectiveDate"":""2024-10-20T22:00:00Z"",""recordedDate"":""2024-10-21T17:20:18Z"",""type"":""CHANGE_HQ_ADDRESS"",""status"":""COMPLETED""}]},{""groupType"":""STANDALONE"",""events"":[{""validationDocuments"":""SUPPORTING_DOCUMENTS"",""effectiveDate"":""2024-10-20T22:00:00Z"",""recordedDate"":""2024-10-21T17:20:18Z"",""type"":""CHANGE_LEGAL_ADDRESS"",""status"":""COMPLETED""}]}]},""registration"":{""initialRegistrationDate"":""2013-04-03T11:47:18Z"",""lastUpdateDate"":""2025-02-27T15:07:45Z"",""status"":""ISSUED"",""nextRenewalDate"":""2026-04-14T08:44:35Z"",""managingLou"":""5299000J2N45DDNE4Y28"",""corroborationLevel"":""FULLY_CORROBORATED"",""validatedAt"":{""id"":""RA000242"",""other"":null},""validatedAs"":""HRA 15378"",""otherValidationAuthorities"":[]},""bic"":[""WMDSDEFFXXX""],""mic"":null,""ocid"":""de/M1201_HRA15378"",""qcc"":""QDE106VWMH"",""spglobal"":[""34180212""],""conformityFlag"":""CONFORMING""}"
field-modifications,5d21d0a9-55d0-4e62-8a54-ef6ac0b53a74,field-modifications,"{""lei"":""5299000XT743EU9LDA94"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationAuthority/lei:ValidationAuthorityEntityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""B298476"",""context"":null}"
field-modifications,8ece8194-f7af-48c5-964a-d3c56f722801,field-modifications,"{""lei"":""5299000XT743EU9LDA94"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationAuthority/lei:ValidationAuthorityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""RA000432"",""context"":null}"
field-modifications,a659820f-b235-4c3c-9241-79db0e38366a,field-modifications,"{""lei"":""5299000XT743EU9LDA94"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ValidationSources"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""FULLY_CORROBORATED"",""context"":null}"
field-modifications,27599760-3c42-4004-8303-f917cfcd3610,field-modifications,"{""lei"":""5299000XT743EU9LDA94"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:ManagingLOU"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""5299000J2N45DDNE4Y28"",""context"":null}"
field-modifications,7a10ae07-f73b-4141-bb98-6d6b79ae76eb,field-modifications,"{""lei"":""5299000XT743EU9LDA94"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:NextRenewalDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2026-08-21T16:09:40+02:00"",""context"":null}"
field-modifications,f2050326-12f8-4943-ac5b-eae5ebae22fb,field-modifications,"{""lei"":""5299000XT743EU9LDA94"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:RegistrationStatus"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""ISSUED"",""context"":null}"
field-modifications,338c64d6-9ed0-4162-9b61-6b482463b64b,field-modifications,"{""lei"":""5299000XT743EU9LDA94"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:LastUpdateDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2025-08-21T16:09:40+02:00"",""context"":null}"
field-modifications,17b021be-4989-4545-9a24-8bdd98be65b3,field-modifications,"{""lei"":""5299000XT743EU9LDA94"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Registration/lei:InitialRegistrationDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2025-08-21T16:09:40+02:00"",""context"":null}"
field-modifications,b1263521-a66c-44a8-b0fc-ca23bf378bd2,field-modifications,"{""lei"":""5299000XT743EU9LDA94"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityCreationDate"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""2025-08-06T00:00:00+02:00"",""context"":null}"
field-modifications,fafc1618-03e4-4685-8f2d-0ffc8e9abe0c,field-modifications,"{""lei"":""5299000XT743EU9LDA94"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityStatus"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""ACTIVE"",""context"":null}"
field-modifications,d8645527-6b7f-4dd8-9b92-c2637454895b,field-modifications,"{""lei"":""5299000XT743EU9LDA94"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:LegalForm/lei:EntityLegalFormCode"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""DVXS"",""context"":null}"
field-modifications,7a82d676-9f69-4370-86ca-47b09501b376,field-modifications,"{""lei"":""5299000XT743EU9LDA94"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:EntityCategory"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""GENERAL"",""context"":null}"
field-modifications,2969f33e-44c0-4c7e-887e-28314c00a763,field-modifications,"{""lei"":""5299000XT743EU9LDA94"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:LegalJurisdiction"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""LU"",""context"":null}"
field-modifications,99e9afed-5466-4d65-b02f-82e5c41406cd,field-modifications,"{""lei"":""5299000XT743EU9LDA94"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:RegistrationAuthority/lei:RegistrationAuthorityEntityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""B298476"",""context"":null}"
field-modifications,b564322e-3d7c-4e1d-8f06-9651fc512fa0,field-modifications,"{""lei"":""5299000XT743EU9LDA94"",""recordType"":""LEI"",""modificationType"":""INITIAL"",""field"":""/lei:LEIData/lei:LEIRecords/lei:LEIRecord/lei:Entity/lei:RegistrationAuthority/lei:RegistrationAuthorityID"",""date"":""2025-08-21T16:00:00Z"",""valueOld"":null,""valueNew"":""RA000432"",""context"":null}"
